artist_name,track_name
Three Days Grace,I Hate Everything About You
Nickelback,Rockstar
Linkin Park,In The End
Saliva,Click Click Boom
Red Hot Chili Peppers,Under The Bridge
Steve Aoki,Delirious (Boneless)
Beastie Boys,No Sleep Till Brooklyn
Keith Urban,Little Bit Of Everything
Fugees,Ready or Not
Trace Adkins,You're Gonna Miss This
Red Hot Chili Peppers,Californication
Red Hot Chili Peppers,Snow (Hey Oh) - Hey Oh Album Version
ZZ Top,Sharp Dressed Man - 2008 Remastered Version
Dr. Dre,Still D.R.E.
Passion Pit,Take a Walk
Eminem,My Name Is
Kanye West,Blood On The Leaves
Dr. Dre,The Next Episode
Kanye West,All Day
Macklemore,Glorious (feat. Skylar Grey)
Run–D.M.C.,It's Tricky
Kanye West,Can't Tell Me Nothing
Sir Mix-A-Lot,Baby Got Back
Rich Gang,Lifestyle
2Pac,California Love - Original Version
Migos,Pipe It Up
Hoodie Allen,No Interruption
Cage The Elephant,Mess Around
Dr. Dre,Forgot About Dre
Tech N9ne,Hood Go Crazy
Fleetwood Mac,The Chain - Remastered
Michael Jackson,Thriller
Michael Jackson,P.Y.T. (Pretty Young Thing)
The Beatles,Here Comes The Sun - Remastered
Elton John,Don't Go Breaking My Heart
Foreigner,I Want To Know What Love Is - Remastered
Duran Duran,Hungry Like The Wolf - 2009 Remastered Version
The Beach Boys,Wouldn't It Be Nice - 2000 - Remaster
Redbone,Come & Get Your Love (Re-Recorded)
Marvin Gaye,Ain't No Mountain High Enough
Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch) - Album Version (Stereo)"
Oasis,Wonderwall - Remastered
The Temptations,My Girl
Michael Jackson,Billie Jean
Queen,We Are The Champions - Remastered 2011
Cyndi Lauper,Time After Time
Cyndi Lauper,Girls Just Want to Have Fun
Soft Cell,Tainted Love
Red Hot Chili Peppers,Dani California
Elvis Presley,Can't Help Falling in Love
ABBA,Dancing Queen
Snow Patrol,Chasing Cars
Owl City,Fireflies
James Bay,Hold Back The River
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie)
Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance
Imagine Dragons,Believer
Beyoncé,Flawless Remix
Bruno Mars,Marry You
Lady Gaga,Poker Face
Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez)
Journey,Any Way You Want It
Lady Gaga,Bad Romance
Zara Larsson,Ain't My Fault
Ed Sheeran,Galway Girl
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners
Kygo,It Ain't Me (with Selena Gomez)
Nick Jonas,Bacon
Kesha,We R Who We R
Rihanna,Pon de Replay
A Great Big World,Say Something
U2,Beautiful Day
Passenger,Let Her Go
Neon Trees,Sleeping With A Friend
Lana Del Rey,Young And Beautiful
MGMT,Time to Pretend
Panic! At The Disco,Death Of A Bachelor
Lorde,Team
Mr. Probz,Waves - Robin Schulz Radio Edit
CHVRCHES,The Mother We Share
Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit)
Calvin Harris,I Need Your Love
The Naked And Famous,Young Blood
Fitz and The Tantrums,The Walker
CeeLo Green,Fuck You
Wham!,Wake Me up Before You Go-Go
Kool & The Gang,Celebration
Creedence Clearwater Revival,Who'll Stop The Rain
The Supremes,You Can't Hurry Love
Don Omar,Danza Kuduro
P!nk,F**kin' Perfect
Kenny Loggins,Footloose
Kygo,Stole the Show
The Jackson 5,I Want You Back
Aretha Franklin,Respect
Michael Jackson,Beat It - Single Version
Brad Paisley,Little Moments
The Jackson 5,ABC
Queen,Fat Bottomed Girls
G-Eazy,Tumblr Girls
Ty Dolla $ign,Paranoid (feat. B.o.B)
G-Eazy,You Got Me
Juvenile,Slow Motion
G-Eazy,Random
Kanye West,Flashing Lights
Dawin,Dessert - Remix
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix
Migos,Versace (Remix)
Justin Bieber,Love Yourself
Kiiara,Gold
Jonas Blue,Perfect Strangers
Martin Garrix,In the Name of Love
MØ,Final Song
Skrillex,Purple Lamborghini (with Rick Ross)
French Montana,Ain't Worried About Nothin
iLoveMemphis,Hit the Quan - Original Version
Shawn Mendes,Mercy
Daya,"Sit Still, Look Pretty"
Kansas,Dust in the Wind
Pharrell Williams,"Happy - From ""Despicable Me 2"""
Ricky Martin,Livin' la Vida Loca
Warren G,Regulate
The Proclaimers,I'm Gonna Be (500 Miles)
Dire Straits,Walk Of Life
Pat Benatar,Hit Me With Your Best Shot
Rupert Holmes,Escape (The Pina Colada Song)
The Romantics,What I Like About You
Vanilla Ice,Ice Ice Baby
Bill Withers,Lean on Me
Montell Jordan,This Is How We Do It
Katrina & The Waves,Walking On Sunshine
Biz Markie,Just A Friend
Will Smith,Gettin' Jiggy Wit It
Quiet Riot,Cum on Feel the Noize
Elton John,Bennie And The Jets - Remastered 2014
OK Go,Here It Goes Again
John Mayer,Waiting On the World to Change
Cheap Trick,I Want You to Want Me
Tom Petty,Free Fallin'
Eagles,Take It Easy
Steve Miller Band,Fly Like An Eagle
Creedence Clearwater Revival,Lookin' Out My Back Door
Foreigner,Cold As Ice - Single / LP Version
America,A Horse with No Name
The Cars,Just What I Needed
The Who,Pinball Wizard
Steve Miller Band,Take The Money And Run
Journey,Faithfully
Rush,Tom Sawyer
Daryl Hall & John Oates,Maneater - Remastered
Bruce Springsteen,Born In The U.S.A.
Bruce Springsteen,Dancing In The Dark
The Rolling Stones,You Can't Always Get What You Want
Eagles,Life In The Fast Lane - Remastered
Blue Öyster Cult,Burnin' for You
REO Speedwagon,Take It On the Run - Remastered
Semisonic,Closing Time
Logic,Alright
Kanye West,Bound 2
Chance The Rapper,Summer Friends (feat. Jeremih & Francis & The Lights)
Niall Horan,This Town
Desiigner,Tiimmy Turner
Quinn XCII,Straightjacket
Jack Johnson,Better Together
The 1975,Girls
Alessia Cara,Scars To Your Beautiful
Michael Jackson,Man in the Mirror - 2012 Remaster
Darius Rucker,Wagon Wheel
Carrie Underwood,Before He Cheats
Nicki Minaj,Anaconda
James Arthur,Say You Won't Let Go
Alessia Cara,Wild Things
Twenty One Pilots,Heathens
Noah Cyrus,Make Me (Cry)
Childish Gambino,Sober
Belly,Might Not
Sia,The Greatest
PARTYNEXTDOOR,Not Nice
Foreigner,Feels Like the First Time - 2008 Remastered Version
The Monkees,I'm a Believer
Fleetwood Mac,Rhiannon
Santana,Smooth
Joe Walsh,Life's Been Good
Alien Ant Farm,Smooth Criminal
Journey,Wheel in the Sky
U2,I Still Haven't Found What I'm Looking For
The Police,Don't Stand So Close To Me - Remastered 2003
Third Eye Blind,Jumper - 1998 Edit
Otis Redding,Stand By Me
Pearl Jam,Alive
Blondie,Call Me
Scorpions,Rock You Like A Hurricane
Pat Benatar,Heartbreaker
Tim McGraw,Live Like You Were Dying
Jon Pardi,Heartache On The Dance Floor
Tim McGraw,Just to See You Smile
Uncle Kracker,Follow Me
Zac Brown Band,Keep Me In Mind
Alan Jackson,It's Five O' Clock Somewhere
Kenny Chesney,Come Over
Kenny Chesney,Summertime
Maren Morris,My Church
Kenny Chesney,You and Tequila
Lady Antebellum,Need You Now
Dierks Bentley,Come a Little Closer
Keith Urban,Somebody Like You
Keith Urban,Long Hot Summer
Billy Currington,Let Me Down Easy
Jonas Brothers,S.O.S.
Billy Joel,Movin' Out (Anthony's Song)
Amy Winehouse,Rehab
Britney Spears,Toxic
Jonas Brothers,Year 3000
Rihanna,Disturbia
Aly & AJ,Potential Breakup Song
JAY Z,Hard Knock Life (Ghetto Anthem)
Taio Cruz,Break Your Heart
House Of Pain,Jump Around
Gavin DeGraw,I Don't Want to Be
James Blunt,You're Beautiful
G-Eazy,One Of Them
Lady Gaga,Telephone
Miley Cyrus,See You Again
Nirvana,Smells Like Teen Spirit
Papa Roach,Last Resort
The Killers,Somebody Told Me
System Of A Down,Chop Suey!
The Verve,Bitter Sweet Symphony
Evanescence,Bring Me To Life
REO Speedwagon,Can't Fight This Feeling
Tom Petty and the Heartbreakers,Mary Jane's Last Dance
John Mellencamp,Hurts So Good
Metallica,Nothing Else Matters
Europe,The Final Countdown
Mac Miller,Donald Trump
Akon,Don't Matter
Childish Gambino,Bonfire
Jeezy,Put On
2 Chainz,I'm Different
Disclosure,Omen - Radio Edit
The Weeknd,In The Night
J Balvin,Mi Gente
Kygo,Stay
Nicki Minaj,Beez In The Trap
Calvin Harris,How Deep Is Your Love
David Guetta,Sexy Bitch (feat. Akon) - feat. Akon
Lil Dicky,Lemme Freak
Sum 41,In Too Deep
3OH!3,My First Kiss - feat. Ke$ha
Nine Days,Absolutely (Story of a Girl) - Radio Mix
Enrique Iglesias,Hero
MAGIC!,Rude
Coldplay,The Scientist
The Script,Hall of Fame
Big & Rich,Save A Horse (Ride A Cowboy)
Coldplay,Yellow
Tal Bachman,She's so High
Christina Perri,Jar of Hearts
Coldplay,Clocks
The Goo Goo Dolls,Iris
Red Hot Chili Peppers,Scar Tissue
Foghat,Slow Ride
Elton John,Your Song
Sugar Ray,Every Morning
Smash Mouth,I'm A Believer
Simon & Garfunkel,Mrs. Robinson
Manfred Mann's Earth Band,Blinded By The Light - Single edit
Carly Simon,You're So Vain
Lee Brice,A Woman Like You
Zac Brown Band,As She's Walking Away (feat. Alan Jackson)
The Band Perry,If I Die Young
Rachel Platten,Fight Song
Ellie Goulding,Burn
Darius Rucker,Come Back Song
Billy Currington,Pretty Good At Drinkin' Beer
Zac Brown Band,Goodbye In Her Eyes
Ed Sheeran,Sing
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Radiohead,Creep
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey"""
Sheryl Crow,Soak Up The Sun
Shakira,Can't Remember to Forget You
Lady Gaga,Applause
Owl City,Good Time
Zedd,Clarity
Train,Drive By
Kenny Chesney,Beer In Mexico
Rascal Flatts,What Hurts The Most
Josh Turner,Time Is Love
Jake Owen,The One That Got Away
Rae Sremmurd,No Flex Zone
Ed Sheeran,Barcelona
Brad Paisley,She's Everything
Brad Paisley,Whiskey Lullaby
Imagine Dragons,Thunder
Ariana Grande,Problem
Camila Cabello,Havana
Logic,Super Mario World
Meek Mill,Lord Knows (feat. Tory Lanez)
Lil Yachty,Minnesota
J. Cole,Deja Vu
Young Thug,Digits
Wiz Khalifa,So High (feat. Ghost Loft)
Boyz II Men,End Of The Road
Britney Spears,Womanizer
Iggy Azalea,Black Widow
Daft Punk,Get Lucky - Radio Edit
P!nk,Raise Your Glass
Nick Jonas,Jealous - Remix
Rihanna,Pour It Up
Crazy Town,Butterfly
Maroon 5,Maps
Ice Cube,It Was A Good Day
Ugly God,Water
Future,Rent Money
WALK THE MOON,Tightrope
Fifth Harmony,Down
Frank Ocean,Novacane
Cheat Codes,No Promises (feat. Demi Lovato)
Hannah Montana,He Could Be the One
Frank Ocean,Super Rich Kids
T-Pain,I'm Sprung - German Remix Featuring Kool Savas
Bruno Mars,When I Was Your Man
Selena Gomez & The Scene,Love You Like A Love Song
Andy Grammer,Fresh Eyes
Maroon 5,What Lovers Do (feat. SZA)
Hailee Steinfeld,Most Girls
N.W.A.,Straight Outta Compton
Alanis Morissette,You Oughta Know - 2015 Remastered
Eminem,Not Afraid
YFN Lucci,Key to the Streets (feat. Migos & Trouble)
A Boogie Wit da Hoodie,Timeless (DJ SPINKING)
Lil Uzi Vert,Ps & Qs
Chris Brown,Party
Lil Uzi Vert,7am
Fall Out Boy,Uma Thurman
The White Stripes,Seven Nation Army
Bruno Mars,Grenade
2 Chainz,We Own It (Fast & Furious)
The Offspring,"You're Gonna Go Far, Kid"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up)
Fort Minor,Remember The Name (feat. Styles Of Beyond)
Bruno Mars,Talking To The Moon
Alina Baraz,Fantasy
Rocko,"U.O.E.N.O. (feat. Rick Ross, Future)"
One Direction,Perfect
Justin Bieber,Boyfriend
The Script,For the First Time
Justin Bieber,Baby
Jason Mraz,Lucky
Lil Dicky,Professional Rapper (feat. Snoop Dogg)
Wiz Khalifa,Bake Sale (feat. Travis Scott)
Post Malone,No Option
Justin Bieber,All Around The World
Destiny's Child,Bootylicious
TLC,Waterfalls
Deorro,Five More Hours - Deorro x Chris Brown
Coleman Hell,2 Heads
Justin Bieber,I'll Show You
Bruno Mars,It Will Rain
Young the Giant,Cough Syrup
Sara Bareilles,Love Song
Arctic Monkeys,Why'd You Only Call Me When You're High?
Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix
Jessie J,Price Tag
Gorillaz,Feel Good Inc
FRENSHIP,Capsize
Lifehouse,Hanging By A Moment
Paramore,Ain't It Fun
Dion,Runaround Sue
Simple Plan,Welcome To My Life
Martin Garrix,Scared to Be Lonely
Clean Bandit,Symphony (feat. Zara Larsson)
Maroon 5,Cold (feat. Future)
Alessia Cara,"How Far I'll Go - From ""Moana"""
Fitz and The Tantrums,HandClap
Kendrick Lamar,FEAR.
Bonnie Tyler,Total Eclipse of The Heart
Billy Joel,The Longest Time
Billy Joel,It's Still Rock and Roll to Me
Big Sean,Guap
MadeinTYO,Uber Everywhere
New Radicals,You Get What You Give
Lit,My Own Worst Enemy
Eve 6,Inside Out
Deep Blue Something,Breakfast At Tiffany's
Sheryl Crow,All I Wanna Do
Stone Temple Pilots,Interstate Love Song
Sixpence None The Richer,Kiss Me
Blind Melon,No Rain
The Wallflowers,One Headlight
Chumbawamba,Tubthumping
The Goo Goo Dolls,Slide
Third Eye Blind,Never Let You Go - 2008 Version
Counting Crows,Mr. Jones
Natalie Imbruglia,Torn
Dave Matthews Band,Crash into Me
Foo Fighters,Everlong
Spin Doctors,Two Princes
4 Non Blondes,What's Up?
Eagle-Eye Cherry,Save Tonight
Barenaked Ladies,One Week
Migos,Handsome And Wealthy
Gucci Mane,Met Gala (feat. Offset)
Lil Jon,Outta Your Mind
Bachman-Turner Overdrive,Takin' Care Of Business
Tom Petty and the Heartbreakers,Don't Do Me Like That
Fleetwood Mac,Dreams - 2004 Remastered Edition
Grand Funk Railroad,Some Kind Of Wonderful - Digitally Remastered 99
Kendrick Lamar,LUST.
Justin Bieber,Eenie Meenie
Meghan Trainor,Like I'm Gonna Lose You
Kygo,Here for You
Jack Johnson,Banana Pancakes
Backstreet Boys,Everybody (Backstreet's Back) - Extended Version
Train,Play That Song
Justin Bieber,The Feeling
Britney Spears,Circus
Ellie Goulding,Lights - Single Version
Becky G,Shower
Nirvana,Heart-Shaped Box
2Pac,Hail Mary - Album Version (Edited)
Eagles,One Of These Nights
Billy Joel,Only the Good Die Young
Frank Ocean,Nikes
John Mayer,Heartbreak Warfare
Diplo,Be Right There
The Weeknd,Often - Kygo Remix
Marcy Playground,Sex And Candy
Candlebox,Far Behind
Gin Blossoms,Hey Jealousy
Nirvana,Come As You Are
Soundgarden,Black Hole Sun
Rusted Root,Send Me On My Way
The Pussycat Dolls,When I Grow Up
The Black Eyed Peas,Imma Be
Vampire Weekend,A-Punk
Snakehips,Don't Leave
Camila Cabello,OMG
Lauv,I Like Me Better
Tove Lo,Cool Girl
Cold War Kids,Hang Me Up To Dry
The Kooks,Naive
The Black Keys,Howlin' For You
Twenty One Pilots,The Judge
Twenty One Pilots,Message Man
The Beatles,Let It Be - Remastered
Rise Against,Savior
Tom Petty,You Don't Know How It Feels
John Mayer,Your Body Is a Wonderland
The Foundations,Build Me Up Buttercup
Twenty One Pilots,Guns For Hands
Flo Rida,Good Feeling
Fall Out Boy,"Dance, Dance"
Flo Rida,Whistle
The Script,The Man Who Can't Be Moved
Kesha,Blow
Twenty One Pilots,Heavydirtysoul
The Offspring,Pretty Fly (For A White Guy)
Incubus,Drive
AWOLNATION,Kill Your Heroes
Third Eye Blind,How's It Going To Be
Nirvana,Lithium
Audioslave,Like a Stone
Florence + The Machine,Shake It Out
Adele,When We Were Young
My Chemical Romance,Welcome to the Black Parade
Matt Nathanson,Come On Get Higher
Usher,No Limit
Miley Cyrus,Adore You
Rod Stewart,Maggie May
DJ Khaled,How Many Times
Kesha,Crazy Kids
Rixton,Me And My Broken Heart
Gorillaz,Clint Eastwood
Khalid,American Teen
Tom Petty and the Heartbreakers,Breakdown
Pearl Jam,Even Flow
Meek Mill,All Eyes On You (feat. Chris Brown & Nicki Minaj)
Calvin Harris,Outside
Travis Scott,3500
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)"
Kendrick Lamar,FEEL.
Keane,Somewhere Only We Know
Good Charlotte,The Anthem
The Black Keys,Tighten Up
Panic! At The Disco,Miss Jackson (feat. LOLO) - feat. Lolo
Twenty One Pilots,Screen
Panic! At The Disco,Victorious
Rihanna,Kiss It Better
Khalid,8TEEN
NAV,Up
Nicki Minaj,The Night Is Still Young
Nine Inch Nails,Closer
Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco)
Saint Motel,Cold Cold Man
The Strumbellas,Spirits
Two Door Cinema Club,Something Good Can Work
U2,With Or Without You
The Red Jumpsuit Apparatus,Face Down
Joel Adams,Please Don't Go
Eminem,Stan
Eminem,Cinderella Man
Charli XCX,Boom Clap
Adele,Water Under the Bridge
Arctic Monkeys,R U Mine?
Flume,Drop the Game
Journey,Lights
Incubus,Wish You Were Here
Jack Johnson,Upside Down
The Killers,All These Things That I've Done
Kanye West,Touch The Sky
Florida Georgia Line,Smooth
Rihanna,Shut Up And Drive
Israel Kamakawiwo'ole,Over The Rainbow / What A Wonderful World - Medley
Ludacris,Money Maker
Blondie,Heart Of Glass - Special Mix
2Pac,Changes
Bobby McFerrin,Don't Worry Be Happy
Machine Gun Kelly,Till I Die
Cam’ron,Hey Ma
Ying Yang Twins,Shake
Busta Rhymes,Break Ya Neck
Ja Rule,Put It On Me
Bleachers,Rollercoaster
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"
Britney Spears,Lucky
Plain White T's,"1, 2, 3, 4"
Gym Class Heroes,Cupid's Chokehold / Breakfast In America
Luke Bryan,Do I
Ed Sheeran,How Would You Feel (Paean)
Linkin Park,Bleed It Out
Shania Twain,You're Still The One
Pearl Jam,Yellow Ledbetter
Jon Bellion,Guillotine
The Weeknd,All I Know
Gucci Mane,Lemonade
Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version
Fabolous,Throw It In The Bag
Sia,Alive
Tori Kelly,Hollow
Hailee Steinfeld,Rock Bottom
Unk,Walk It Out
Ja Rule,Livin' It Up
Chris Brown,Love More
Drake,Wu-Tang Forever
Akon,Lonely - Old Version
Nelly,Over And Over - Album Version / Explicit
Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert
Michael Ray,Think A Little Less
Chris Young,Losing Sleep
LANCO,Greatest Love Story
Amy Winehouse,Back To Black
Tim McGraw,Top Of The World
Dierks Bentley,Riser
Justin Moore,You Look Like I Need A Drink
ZHU,Working For It - Bonus Track
Matoma,Running Out
Young Greatness,Moolah
Chance The Rapper,Somewhere in Paradise (feat. Jeremih & R. Kelly)
ODESZA,Say My Name
38 Special,Caught Up In You
The Doobie Brothers,Black Water
Creedence Clearwater Revival,Proud Mary
Steely Dan,Do It Again
Gucci Mane,Back On Road
Drake,KMT
Drake,U With Me?
Drake,Views
Drake,Get It Together
Drake,Pound Cake / Paris Morton Music 2
Drake,Fire & Desire
Drake,Redemption
Drake,Jorja Interlude
Big Sean,My Last
Eli Young Band,Drunk Last Night
Craig Morgan,Redneck Yacht Club
Joe Nichols,Gimmie That Girl
Chris Young,Gettin' You Home
Jana Kramer,I Got The Boy
Randy Houser,We Went
Carrie Underwood,Heartbeat
Eric Church,Like A Wrecking Ball
Tyler Farr,Redneck Crazy
Blake Shelton,Lonely Tonight (feat. Ashley Monroe)
Easton Corbin,Lovin' You Is Fun
Gucci Mane,15th And The 1st (feat. YG Hootie)
Chris Young,I Can Take It From There
JAY Z,Gotta Have It
Kanye West,FML
Kendrick Lamar,These Walls
Hunter Hayes,Everybody's Got Somebody But Me (feat. Jason Mraz) - Encore
Lady Antebellum,Downtown
Kenny Chesney,Til It's Gone
Jonas Blue,By Your Side
Blake Shelton,Doin' What She Likes
The Five Stairsteps,O-o-h Child - Remastered
Selena Gomez,Come & Get It
LMFAO,Sexy And I Know It
Blake Shelton,Gonna
MisterWives,Our Own House
Dillon Francis,Coming Over (feat. James Hersey)
LÉON,Tired of Talking
Hunter Hayes,21
Brad Paisley,Then
The Weeknd,Secrets
Diddy,I'll Be Missing You (feat. Faith Evans & 112)
Mac Miller,Cinderella (feat. Ty Dolla $ign)
Trey Songz,About You
Matchbox Twenty,Push
Kygo,First Time
Phil Vassar,Just Another Day In Paradise
Wiz Khalifa,Medicated - feat. Chevy Woods & Juicy J
Kenny Chesney,The Good Stuff
Little Big Town,Pontoon
Miranda Lambert,Gunpowder & Lead
Dierks Bentley,Free And Easy (Down The Road I Go)
Eric Church,Mr. Misunderstood
Lil' Troy,Wanna Be A Baller
Chris Brown,She Ain't You
Selena Gomez,Fetish (feat. Gucci Mane)
Russ,Me You
The Notorious B.I.G.,Notorious Thugs - 2014 Remastered Version
Lady Gaga,The Cure
Ella Eyre,We Don't Have To Take Our Clothes Off
Linkin Park,Heavy (feat. Kiiara)
Martin Jensen,Solo Dance
Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
The Chainsmokers,The One
Kesha,Praying
Lorde,Homemade Dynamite - REMIX
Flo Rida,Cake
Bebe Rexha,I Got You
Ludacris,What's Your Fantasy (Featuring Shawna)
Fifth Harmony,That's My Girl
DNCE,Toothbrush
Iyaz,Pretty Girls (feat. Travie McCoy)
Lipps Inc.,Funkytown - Single Version
Extreme,More Than Words
Travis Scott,Mamacita
G-Eazy,Drifting
Smokepurpp,Audi.
Katy Perry,E.T.
Jessie J,Domino
Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007"
Taking Back Sunday,MakeDamnSure
Commodores,Easy
Luke Bryan,Fast
Paramore,That's What You Get
C & C Music Factory,Gonna Make You Sweat (Everybody Dance Now)
Led Zeppelin,Rock And Roll
Bruce Springsteen,Born to Run
Eric Church,Smoke a Little Smoke
Rihanna,California King Bed
Chris Young,Tomorrow
Fuel,Shimmer - Single Version
The Chainsmokers,Inside Out
Nathaniel Rateliff & The Night Sweats,S.O.B.
Uncle Kracker,Drift Away
Hot Chocolate,You Sexy Thing
Sugar Ray,Someday
Tracy Byrd,Ten Rounds with Jose Cuervo - Recall Mix
Amy Winehouse,You Know I'm No Good
The Game,The Game & Skrillex: El Chapo
Lil Uzi Vert,SideLine Watching (Hold Up)
DJ Khaled,Do You Mind
Carnage,WDYW
Alabama,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band)
Puddle Of Mudd,She Hates Me
Matchbox Twenty,Unwell - Remastered Version
Lil Uzi Vert,Hi Roller
DRAM,Gilligan
Kanye West,Real Friends
Bon Jovi,Runaway
Finger Eleven,Paralyzer
Kool & The Gang,Get Down On It - Single Version
Luke Bryan,Someone Else Calling You Baby
The Pussycat Dolls,Stickwitu
Usher,Confessions Part II - Confessions Special Edition Version
Usher,U Got It Bad
Meek Mill,Ima Boss - feat. Rick Ross
One Direction,Night Changes
Naughty Boy,La La La
B2K,"Bump, Bump, Bump"
Halsey,Bad At Love
Kevin Lyttle,Turn Me On
Ne-Yo,Because Of You
MØ,Nights With You
Travis Scott,90210
The Weather Girls,It's Raining Men
San Holo,Light
Disturbed,Down With the Sickness
Lil Pump,Boss
Wiz Khalifa,Stayin Out All Night
What So Not,High You Are
Everclear,Santa Monica
Sister Hazel,All For You
OMC,How Bizarre
Fastball,The Way
Everclear,Father Of Mine
Staind,So Far Away
Guns N' Roses,Live And Let Die
The Weeknd,Attention
Frank Ocean,Lost
The Verve Pipe,The Freshmen
Frank Ocean,Biking
Tracy Chapman,Fast Car
ZAYN,LIKE I WOULD
A$AP Mob,Crazy Brazy
Good Charlotte,Girls & Boys
Justin Bieber,Beauty And A Beat
Taylor Swift,Our Song
Meek Mill,Monster
Foo Fighters,Learn to Fly
Sisqo,Thong Song
Pearl Jam,Jeremy
Foo Fighters,The Pretender
Augustana,Boston
Future,March Madness
Mariah Carey,Always Be My Baby
Beyoncé,XO
K CAMP,Cut Her Off
Bill Withers,Ain't No Sunshine
B.o.B,We Still In This Bitch (feat. T.I. and Juicy J)
The Black Eyed Peas,Let's Get It Started - Spike Mix
Justin Timberlake,What Goes Around.../...Comes Around (Interlude)
Johnny Cash,Ring of Fire - Mono Version
